Line_ID,Order_ID,Order_Date,Ship_Date,Lead_Time,Lead_Speed,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Is_Discounted,Profit,Year,Month_Num,Month_Name,Profit_Margin,Profit_per_Unit
5885,US-2014-109456,2014-10-16,2014-10-17,1,FAST,Same Day,LS-17245,Lynn Smith,Consumer,San Francisco,California,West,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,$14.35,3,0.20,Yes,$5.02,2014,10,October,0.35,$1.67
5886,US-2014-109456,2014-10-16,2014-10-17,1,FAST,Same Day,LS-17245,Lynn Smith,Consumer,San Francisco,California,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,$179.97,3,0.00,No,$86.39,2014,10,October,0.48,$28.80
5887,CA-2017-151596,2017-10-08,2017-10-11,3,OK,First Class,BP-11050,Barry Pond,Corporate,Cranston,Rhode Island,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",$42.76,1,0%,No,$11.12,2017,10,October,0.26,$11.12
5888,CA-2015-147879,2015-05-07,2015-05-12,5,OK,Standard Class,CC-12220,Chris Cortes,Consumer,Owensboro,Kentucky,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,$45.68,2,0%,No,$21.01,2015,05,May,0.46,$10.51
5889,CA-2016-166625,2016-04-14,2016-04-17,3,OK,First Class,JM-15580,Jill Matthias,Consumer,Baltimore,Maryland,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,$25.06,2,0%,No,$11.78,2016,04,April,0.47,$5.89
5890,CA-2016-146157,2016-11-21,2016-11-26,5,OK,Standard Class,RD-19720,Roger Demir,Consumer,Chicago,Illinois,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,$38.43,1,20%,Yes,$13.45,2016,11,November,0.35,$13.45
5891,CA-2016-146157,2016-11-21,2016-11-26,5,OK,Standard Class,RD-19720,Roger Demir,Consumer,Chicago,Illinois,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",$21.57,2,20%,Yes,$1.62,2016,11,November,0.08,$0.81
5892,CA-2016-146157,2016-11-21,2016-11-26,5,OK,Standard Class,RD-19720,Roger Demir,Consumer,Chicago,Illinois,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,$81.58,3,20%,Yes,$2.04,2016,11,November,0.03,$0.68
5893,CA-2017-159954,2017-09-10,2017-09-14,4,OK,Standard Class,SS-20410,Shahid Shariari,Consumer,Atlanta,Georgia,South,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,$2.78,1,0%,No,$1.36,2017,09,September,0.49,$1.36
5894,CA-2017-100825,2017-09-09,2017-09-14,5,OK,Standard Class,KD-16495,Keith Dawkins,Corporate,Los Angeles,California,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,$99.87,3,0%,No,$23.97,2017,09,September,0.24,$7.99
5895,CA-2014-168305,2014-11-01,2014-11-08,7,SLOW,Standard Class,PL-18925,Paul Lucas,Home Office,Los Angeles,California,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,$44.40,3,0%,No,$22.20,2014,11,November,0.50,$7.40
5896,CA-2014-168305,2014-11-01,2014-11-08,7,SLOW,Standard Class,PL-18925,Paul Lucas,Home Office,Los Angeles,California,West,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,$21.40,5,0%,No,$9.63,2014,11,November,0.45,$1.93
5897,CA-2016-167682,2016-04-03,2016-04-09,6,SLOW,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,Richmond,Indiana,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",$71.12,4,0%,No,$22.05,2016,04,April,0.31,$5.51
5898,CA-2016-167682,2016-04-03,2016-04-09,6,SLOW,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,Richmond,Indiana,Central,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,$259.96,4,0%,No,$124.78,2016,04,April,0.48,$31.20
5899,CA-2017-108000,2017-01-12,2017-01-16,4,OK,Standard Class,LS-16945,Linda Southworth,Corporate,San Francisco,California,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,$9.78,1,0%,No,$4.89,2017,01,January,0.50,$4.89
5900,CA-2015-146465,2015-11-20,2015-11-24,4,OK,Standard Class,PB-18805,Patrick Bzostek,Home Office,San Francisco,California,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,$24.19,9,20%,Yes,$7.56,2015,11,November,0.31,$0.84
5901,CA-2016-159639,2016-11-27,2016-12-02,5,OK,Standard Class,PC-18745,Pamela Coakley,Corporate,Westfield,New Jersey,East,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,$31.56,3,0%,No,$10.41,2016,11,November,0.33,$3.47
5902,US-2017-153948,2017-11-06,2017-11-06,0,FAST,Same Day,FM-14290,Frank Merwin,Home Office,San Francisco,California,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,$59.94,3,0.00,No,$28.17,2017,11,November,0.47,$9.39
5903,US-2017-153948,2017-11-06,2017-11-06,0,FAST,Same Day,FM-14290,Frank Merwin,Home Office,San Francisco,California,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,$45.36,4,0.00,No,$22.23,2017,11,November,0.49,$5.56
5904,US-2017-153948,2017-11-06,2017-11-06,0,FAST,Same Day,FM-14290,Frank Merwin,Home Office,San Francisco,California,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,$26.40,5,0.00,No,$12.67,2017,11,November,0.48,$2.53
5905,US-2017-153948,2017-11-06,2017-11-06,0,FAST,Same Day,FM-14290,Frank Merwin,Home Office,San Francisco,California,West,OFF-LA-10000414,Office Supplies,Labels,Avery 503,$41.40,4,0.00,No,$19.87,2017,11,November,0.48,$4.97
5906,US-2017-153948,2017-11-06,2017-11-06,0,FAST,Same Day,FM-14290,Frank Merwin,Home Office,San Francisco,California,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,$16.95,1,0.00,No,$1.02,2017,11,November,0.06,$1.02
5907,US-2016-113985,2016-12-02,2016-12-07,5,OK,Standard Class,KD-16495,Keith Dawkins,Corporate,San Jose,California,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,$24.70,2,20%,Yes,$9.26,2016,12,December,0.38,$4.63
5908,US-2016-113985,2016-12-02,2016-12-07,5,OK,Standard Class,KD-16495,Keith Dawkins,Corporate,San Jose,California,West,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",$59.70,3,0%,No,$26.87,2016,12,December,0.45,$8.96
5909,US-2016-113985,2016-12-02,2016-12-07,5,OK,Standard Class,KD-16495,Keith Dawkins,Corporate,San Jose,California,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",$14.52,3,0%,No,$5.66,2016,12,December,0.39,$1.89
5910,US-2016-113985,2016-12-02,2016-12-07,5,OK,Standard Class,KD-16495,Keith Dawkins,Corporate,San Jose,California,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$104.18,3,20%,Yes,$33.86,2016,12,December,0.33,$11.29
5911,CA-2016-155383,2016-12-17,2016-12-22,5,OK,Standard Class,SC-20680,Steve Carroll,Home Office,Seattle,Washington,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",$46.53,3,0%,No,$13.03,2016,12,December,0.28,$4.34
5912,CA-2014-120432,2014-08-24,2014-08-26,2,FAST,Second Class,DW-13585,Dorothy Wardle,Corporate,Owensboro,Kentucky,South,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,$25.50,3,0.00,No,$6.63,2014,08,August,0.26,$2.21
5913,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,$14.90,5,0%,No,$1.04,2015,09,September,0.07,$0.21
5914,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,$87.71,7,0%,No,$41.22,2015,09,September,0.47,$5.89
5915,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,$199.76,2,10%,Yes,$8.88,2015,09,September,0.04,$4.44
5916,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,$94.60,4,0%,No,$27.43,2015,09,September,0.29,$6.86
5917,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","$4,228.70",6,20%,Yes,$158.58,2015,09,September,0.04,$26.43
5918,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,"$2,003.92",5,20%,Yes,-$25.05,2015,09,September,-0.01,-$5.01
5919,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,$209.97,3,0%,No,$58.79,2015,09,September,0.28,$19.60
5920,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,$659.90,2,0%,No,$217.77,2015,09,September,0.33,$108.88
5921,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$110.96,2,0%,No,$53.26,2015,09,September,0.48,$26.63
5922,US-2015-126977,2015-09-17,2015-09-23,6,SLOW,Standard Class,PF-19120,Peter Fuller,Consumer,New York City,New York,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,$67.80,4,0%,No,$1.36,2015,09,September,0.02,$0.34
5923,CA-2016-130288,2016-11-26,2016-11-30,4,OK,Second Class,DK-13225,Dean Katz,Corporate,New York City,New York,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",$313.18,2,40%,Yes,-$120.05,2016,11,November,-0.38,-$60.03
5924,CA-2017-146458,2017-11-19,2017-11-22,3,OK,Second Class,RB-19435,Richard Bierner,Consumer,Springfield,Virginia,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,$22.96,7,0%,No,$6.66,2017,11,November,0.29,$0.95
5925,CA-2017-150420,2017-06-03,2017-06-08,5,OK,Standard Class,GD-14590,Giulietta Dortch,Corporate,Bellingham,Washington,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,"$1,099.50",10,0%,No,$362.84,2017,06,June,0.33,$36.28
5926,US-2014-118997,2014-04-08,2014-04-12,4,OK,Standard Class,RA-19885,Ruben Ausman,Corporate,Decatur,Alabama,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","$1,215.92",8,0%,No,$316.14,2014,04,April,0.26,$39.52
5927,CA-2014-114314,2014-10-11,2014-10-15,4,OK,Standard Class,DB-13555,Dorothy Badders,Corporate,Fayetteville,Arkansas,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,$7.31,1,0%,No,$3.44,2014,10,October,0.47,$3.44
5928,CA-2014-114314,2014-10-11,2014-10-15,4,OK,Standard Class,DB-13555,Dorothy Badders,Corporate,Fayetteville,Arkansas,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,$8.92,4,0%,No,$3.92,2014,10,October,0.44,$0.98
5929,US-2017-169551,2017-07-07,2017-07-09,2,FAST,First Class,RL-19615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,$87.21,3,0.50,Yes,-$45.35,2017,07,July,-0.52,-$15.12
5930,US-2017-169551,2017-07-07,2017-07-09,2,FAST,First Class,RL-19615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,$15.55,3,0.20,Yes,$5.44,2017,07,July,0.35,$1.81
5931,US-2017-169551,2017-07-07,2017-07-09,2,FAST,First Class,RL-19615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,$683.99,2,0.40,Yes,-$114.00,2017,07,July,-0.17,-$57.00
5932,US-2017-169551,2017-07-07,2017-07-09,2,FAST,First Class,RL-19615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,$13.39,3,0.20,Yes,$1.00,2017,07,July,0.08,$0.33
5933,US-2017-169551,2017-07-07,2017-07-09,2,FAST,First Class,RL-19615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,$16.78,3,0.20,Yes,$4.82,2017,07,July,0.29,$1.61
5934,US-2017-169551,2017-07-07,2017-07-09,2,FAST,First Class,RL-19615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,$527.92,2,0.20,Yes,$85.79,2017,07,July,0.16,$42.89
5935,CA-2016-103107,2016-07-04,2016-07-04,0,FAST,Same Day,RB-19465,Rick Bensley,Home Office,Seattle,Washington,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",$25.40,5,0.00,No,$8.64,2016,07,July,0.34,$1.73
5936,CA-2016-103107,2016-07-04,2016-07-04,0,FAST,Same Day,RB-19465,Rick Bensley,Home Office,Seattle,Washington,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,$177.48,3,0.20,Yes,$19.97,2016,07,July,0.11,$6.66
5937,CA-2016-103107,2016-07-04,2016-07-04,0,FAST,Same Day,RB-19465,Rick Bensley,Home Office,Seattle,Washington,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,$71.98,3,0.20,Yes,$9.00,2016,07,July,0.13,$3.00
5938,CA-2017-122077,2017-05-19,2017-05-25,6,SLOW,Standard Class,JF-15295,Jason Fortune-,Consumer,Plano,Texas,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,$95.99,1,20%,Yes,$9.60,2017,05,May,0.10,$9.60
5939,CA-2017-122077,2017-05-19,2017-05-25,6,SLOW,Standard Class,JF-15295,Jason Fortune-,Consumer,Plano,Texas,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,$13.22,4,20%,Yes,$4.30,2017,05,May,0.33,$1.07
5940,CA-2017-112431,2017-10-12,2017-10-14,2,FAST,Second Class,RW-19690,Robert Waldorf,Consumer,Los Angeles,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,$435.84,12,0.00,No,$130.75,2017,10,October,0.30,$10.90
5941,CA-2017-112431,2017-10-12,2017-10-14,2,FAST,Second Class,RW-19690,Robert Waldorf,Consumer,Los Angeles,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,$5.88,2,0.00,No,$1.59,2017,10,October,0.27,$0.79
5942,CA-2016-151092,2016-08-06,2016-08-13,7,SLOW,Standard Class,VG-21790,Vivek Gonzalez,Consumer,Los Angeles,California,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,$211.17,4,20%,Yes,$18.48,2016,08,August,0.09,$4.62
5943,CA-2014-104178,2014-08-25,2014-08-29,4,OK,Standard Class,JM-15265,Janet Molinari,Corporate,Los Angeles,California,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",$6.28,1,0%,No,$2.64,2014,08,August,0.42,$2.64
5944,CA-2014-104178,2014-08-25,2014-08-29,4,OK,Standard Class,JM-15265,Janet Molinari,Corporate,Los Angeles,California,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,$95.10,5,0%,No,$30.43,2014,08,August,0.32,$6.09
5945,CA-2014-104178,2014-08-25,2014-08-29,4,OK,Standard Class,JM-15265,Janet Molinari,Corporate,Los Angeles,California,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,$25.92,4,0%,No,$12.44,2014,08,August,0.48,$3.11
5946,CA-2014-104178,2014-08-25,2014-08-29,4,OK,Standard Class,JM-15265,Janet Molinari,Corporate,Los Angeles,California,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,$48.84,4,0%,No,$13.19,2014,08,August,0.27,$3.30
5947,CA-2015-115924,2015-09-14,2015-09-18,4,OK,Second Class,BE-11455,Brad Eason,Home Office,Des Moines,Iowa,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,$25.90,5,0%,No,$12.69,2015,09,September,0.49,$2.54
5948,CA-2017-161046,2017-03-05,2017-03-05,0,FAST,Same Day,CB-12535,Claudia Bergmann,Corporate,Southaven,Mississippi,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,$42.68,4,0.00,No,$19.63,2017,03,March,0.46,$4.91
5949,CA-2017-161046,2017-03-05,2017-03-05,0,FAST,Same Day,CB-12535,Claudia Bergmann,Corporate,Southaven,Mississippi,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,$299.97,3,0.00,No,$125.99,2017,03,March,0.42,$42.00
5950,CA-2017-161046,2017-03-05,2017-03-05,0,FAST,Same Day,CB-12535,Claudia Bergmann,Corporate,Southaven,Mississippi,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,$262.24,2,0.00,No,$78.67,2017,03,March,0.30,$39.34
5951,CA-2017-161046,2017-03-05,2017-03-05,0,FAST,Same Day,CB-12535,Claudia Bergmann,Corporate,Southaven,Mississippi,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,$234.36,6,0.00,No,$112.49,2017,03,March,0.48,$18.75
5952,US-2017-141698,2017-04-15,2017-04-21,6,SLOW,Standard Class,SD-20485,Shirley Daniels,Home Office,Houston,Texas,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,$20.74,4,20%,Yes,$7.26,2017,04,April,0.35,$1.81
5953,US-2014-105151,2014-03-30,2014-03-31,1,FAST,First Class,SG-20890,Susan Gilcrest,Corporate,New York City,New York,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",$10.50,5,0.00,No,$2.94,2014,03,March,0.28,$0.59
5954,CA-2014-155796,2014-11-11,2014-11-15,4,OK,Second Class,TS-21430,Tom Stivers,Corporate,Reading,Pennsylvania,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",$23.97,2,20%,Yes,$7.79,2014,11,November,0.33,$3.89
5955,CA-2014-155796,2014-11-11,2014-11-15,4,OK,Second Class,TS-21430,Tom Stivers,Corporate,Reading,Pennsylvania,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",$521.96,4,50%,Yes,-$250.54,2014,11,November,-0.48,-$62.64
5956,CA-2016-127138,2016-03-12,2016-03-15,3,OK,Second Class,DK-13225,Dean Katz,Corporate,San Francisco,California,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",$676.55,5,0%,No,$6.77,2016,03,March,0.01,$1.35
5957,CA-2016-127138,2016-03-12,2016-03-15,3,OK,Second Class,DK-13225,Dean Katz,Corporate,San Francisco,California,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,$154.90,5,0%,No,$40.27,2016,03,March,0.26,$8.05
5958,CA-2016-127138,2016-03-12,2016-03-15,3,OK,Second Class,DK-13225,Dean Katz,Corporate,San Francisco,California,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,$30.56,4,0%,No,$14.97,2016,03,March,0.49,$3.74
5959,CA-2016-127138,2016-03-12,2016-03-15,3,OK,Second Class,DK-13225,Dean Katz,Corporate,San Francisco,California,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,$770.35,3,20%,Yes,$77.04,2016,03,March,0.10,$25.68
5960,CA-2017-150602,2017-02-09,2017-02-14,5,OK,Second Class,ML-17395,Marina Lichtenstein,Corporate,Los Angeles,California,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",$21.12,4,0%,No,$6.55,2017,02,February,0.31,$1.64
5961,CA-2014-140732,2014-11-11,2014-11-13,2,FAST,Second Class,MA-17560,Matt Abelman,Home Office,Los Angeles,California,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,$575.93,9,0.20,Yes,$57.59,2014,11,November,0.10,$6.40
5962,CA-2014-140732,2014-11-11,2014-11-13,2,FAST,Second Class,MA-17560,Matt Abelman,Home Office,Los Angeles,California,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",$7.78,2,0.00,No,$2.02,2014,11,November,0.26,$1.01
5963,CA-2014-140732,2014-11-11,2014-11-13,2,FAST,Second Class,MA-17560,Matt Abelman,Home Office,Los Angeles,California,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,$123.92,4,0.00,No,$55.76,2014,11,November,0.45,$13.94
5964,CA-2017-119011,2017-08-20,2017-08-25,5,OK,Standard Class,LR-17035,Lisa Ryan,Corporate,San Francisco,California,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,$17.22,3,0%,No,$5.17,2017,08,August,0.30,$1.72
5965,CA-2017-119011,2017-08-20,2017-08-25,5,OK,Standard Class,LR-17035,Lisa Ryan,Corporate,San Francisco,California,West,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",$226.56,6,0%,No,$63.44,2017,08,August,0.28,$10.57
5966,CA-2017-119011,2017-08-20,2017-08-25,5,OK,Standard Class,LR-17035,Lisa Ryan,Corporate,San Francisco,California,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,$107.88,3,20%,Yes,$10.79,2017,08,August,0.10,$3.60
5967,CA-2016-166912,2016-01-15,2016-01-17,2,FAST,First Class,BE-11335,Bill Eplett,Home Office,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,$81.98,2,0.00,No,$40.17,2016,01,January,0.49,$20.09
5968,CA-2014-141726,2014-07-20,2014-07-22,2,FAST,First Class,CC-12145,Charles Crestani,Consumer,San Diego,California,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,$104.85,1,0.00,No,$50.33,2014,07,July,0.48,$50.33
5969,CA-2014-141726,2014-07-20,2014-07-22,2,FAST,First Class,CC-12145,Charles Crestani,Consumer,San Diego,California,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,$8.70,2,0.20,Yes,$3.16,2014,07,July,0.36,$1.58
5970,CA-2014-141726,2014-07-20,2014-07-22,2,FAST,First Class,CC-12145,Charles Crestani,Consumer,San Diego,California,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,$19.92,4,0.00,No,$9.76,2014,07,July,0.49,$2.44
5971,CA-2014-141726,2014-07-20,2014-07-22,2,FAST,First Class,CC-12145,Charles Crestani,Consumer,San Diego,California,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,$43.02,3,0.00,No,$15.49,2014,07,July,0.36,$5.16
5972,CA-2017-115105,2017-02-06,2017-02-11,5,OK,Standard Class,BD-11770,Bryan Davis,Consumer,New York City,New York,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",$240.78,1,20%,Yes,$30.10,2017,02,February,0.13,$30.10
5973,CA-2015-143980,2015-12-25,2015-12-29,4,OK,Standard Class,JK-15640,Jim Kriz,Home Office,New York City,New York,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,$414.96,2,0%,No,$124.49,2015,12,December,0.30,$62.24
5974,CA-2016-135636,2016-10-08,2016-10-13,5,OK,Standard Class,DB-13615,Doug Bickford,Consumer,Charlotte,North Carolina,South,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,$387.72,5,20%,Yes,-$67.85,2016,10,October,-0.18,-$13.57
5975,CA-2017-102155,2017-07-13,2017-07-17,4,OK,Standard Class,RR-19525,Rick Reed,Corporate,Overland Park,Kansas,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,$360.38,2,0%,No,$93.70,2017,07,July,0.26,$46.85
5976,CA-2017-102155,2017-07-13,2017-07-17,4,OK,Standard Class,RR-19525,Rick Reed,Corporate,Overland Park,Kansas,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,$13.56,2,0%,No,$6.24,2017,07,July,0.46,$3.12
5977,CA-2017-116953,2017-04-24,2017-04-25,1,FAST,First Class,SV-20935,Susan Vittorini,Consumer,Mesa,Arizona,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,$552.00,10,0.20,Yes,$34.50,2017,04,April,0.06,$3.45
5978,CA-2014-117765,2014-09-07,2014-09-13,6,SLOW,Standard Class,RB-19465,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,$429.90,5,0%,No,$111.77,2014,09,September,0.26,$22.35
5979,CA-2014-117765,2014-09-07,2014-09-13,6,SLOW,Standard Class,RB-19465,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,$32.06,2,0%,No,$15.39,2014,09,September,0.48,$7.69
5980,CA-2014-117765,2014-09-07,2014-09-13,6,SLOW,Standard Class,RB-19465,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",$161.96,2,0%,No,$45.35,2014,09,September,0.28,$22.67
